ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),delivery_time_mins,weather_clean,is_late,distance_km
0xb0f7,BANGRES11DEL01,39,5.0,12.934365,77.616155,12.974365,77.656155,03/03/22,15:55:00,16:10:00,conditions Cloudy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,(min) 25,25,Cloudy,0,6.21
0x39ae,BANGRES08DEL03,24,4.7,12.906229,77.596791,12.966229,77.656791,09/03/22,17:30:00,17:35:00,conditions Windy,Medium,2,Buffet,scooter,1,No,Metropolitian,(min) 26,26,Windy,0,9.32
0x517e,BANGRES04DEL01,36,4.8,12.98041,77.640489,13.02041,77.680489,21/03/22,16:30:00,16:40:00,conditions Fog,Medium,2,Drinks,electric_scooter,1,No,NaN,(min) 16,16,Fog,0,6.21
0x5be4,BANGRES15DEL02,29,4.7,12.975377,77.696664,13.105377,77.826664,04/03/22,23:50:00,0:00:00,conditions Sandstorms,Low,2,Drinks,scooter,1,No,Urban,(min) 10,10,Sandstorms,0,20.18
0x5b6c,BANGRES03DEL01,33,4.9,12.979166,77.640709,13.019166,77.680709,13/03/22,13:45:00,13:50:00,conditions Fog,High,1,Snack,scooter,1,No,Metropolitian,(min) 31,31,Fog,1,6.21
0x4d34,BANGRES20DEL01,20,4.6,12.972161,77.596014,12.982161,77.606014,11/03/22,11:40:00,11:50:00,conditions Windy,High,1,Meal,scooter,0,No,Metropolitian,(min) 22,22,Windy,0,1.55
0x2ba7,BANGRES03DEL03,28,4.0,12.979166,77.640709,13.039166,77.700709,05/04/22,22:10:00,22:15:00,conditions Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 29,29,Stormy,0,9.31
0x6451,BANGRES16DEL02,37,4.7,13.029198,77.570997,13.049198,77.590997,03/03/22,10:15:00,10:25:00,conditions Sunny,Low,1,Buffet,motorcycle,1,No,Metropolitian,(min) 19,19,Sunny,0,3.1
0xbee7,BANGRES19DEL03,28,4.1,12.914264,77.6784,12.944264,77.7084,03/03/22,20:40:00,20:50:00,conditions Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 36,36,Windy,1,4.66
0x912d,BANGRES09DEL02,29,4.6,12.934179,77.615797,13.014179,77.695797,02/04/22,18:35:00,18:40:00,conditions Stormy,Medium,1,Drinks,scooter,1,No,Metropolitian,(min) 19,19,Stormy,0,12.42
0x247a,BANGRES15DEL02,27,4.6,12.975377,77.696664,13.105377,77.826664,27/03/22,20:45:00,21:00:00,conditions Sandstorms,Jam,2,Drinks,electric_scooter,0,No,Urban,(min) 17,17,Sandstorms,0,20.18
0x1b8b,BANGRES01DEL01,25,5.0,12.933284,77.615428,13.003284,77.685428,14/03/22,23:40:00,23:45:00,conditions Fog,Low,0,Meal,motorcycle,1,No,Urban,(min) 23,23,Fog,0,10.87
0x9c0f,BANGRES19DEL03,23,4.8,12.914264,77.6784,12.974264,77.7384,11/03/22,19:35:00,19:45:00,conditions Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 21,21,Fog,0,9.32
0x7570,BANGRES15DEL03,30,4.6,12.975377,77.696664,13.005377,77.726664,30/03/22,23:15:00,23:25:00,conditions Fog,Low,1,Meal,scooter,1,No,Metropolitian,(min) 18,18,Fog,0,4.66
0x91fe,BANGRES04DEL02,21,4.8,12.98041,77.640489,13.03041,77.690489,09/03/22,17:45:00,17:55:00,conditions Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,(min) 27,27,Sandstorms,0,7.76
0xa69e,BANGRES16DEL03,29,4.8,13.029198,77.570997,13.059198,77.600997,01/04/22,18:00:00,18:15:00,conditions Fog,Medium,1,Snack,motorcycle,1,No,Metropolitian,(min) 17,17,Fog,0,4.66
0xf45,BANGRES12DEL01,22,4.7,12.939496,77.625999,12.949496,77.635999,05/04/22,10:35:00,10:50:00,conditions Sunny,Low,0,Meal,motorcycle,0,No,Urban,(min) 11,11,Sunny,0,1.55
0x60e9,BANGRES09DEL01,25,4.7,12.934179,77.615797,12.944179,77.625797,13/03/22,9:35:00,9:40:00,conditions Fog,Low,1,Drinks,motorcycle,1,No,Urban,(min) 11,11,Fog,0,1.55
0x44b3,BANGRES13DEL01,26,4.5,12.935662,77.61413,13.005662,77.68413,02/03/22,19:20:00,19:30:00,conditions Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 43,43,Cloudy,1,10.87
0x4f49,BANGRES09DEL01,25,4.2,12.934179,77.615797,13.004179,77.685797,14/03/22,20:10:00,20:15:00,conditions Cloudy,Jam,1,Buffet,scooter,2,No,Urban,(min) 43,43,Cloudy,1,10.87
0x3c2a,BANGRES15DEL03,23,5.0,12.975377,77.696664,13.035377,77.756664,11/03/22,23:50:00,0:00:00,conditions Stormy,Low,1,Meal,motorcycle,1,No,Urban,(min) 19,19,Stormy,0,9.31
0x2402,BANGRES11DEL01,21,4.8,12.934365,77.616155,12.944365,77.626155,03/03/22,10:45:00,11:00:00,conditions Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 24,24,Cloudy,0,1.55
0xaa92,BANGRES010DEL01,26,4.9,12.933298,77.614293,12.973298,77.654293,11/03/22,13:30:00,13:45:00,conditions Cloudy,High,2,Buffet,electric_scooter,1,No,Metropolitian,(min) 22,22,Cloudy,0,6.21
0xa825,BANGRES12DEL02,25,5.0,12.939496,77.625999,13.019496,77.705999,08/03/22,23:50:00,0:05:00,conditions Sunny,Low,2,Meal,electric_scooter,0,No,Urban,(min) 27,27,Sunny,0,12.42
0x7b3c,BANGRES01DEL02,39,4.4,12.933284,77.615428,13.063284,77.745428,08/03/22,20:45:00,20:55:00,conditions Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,(min) 33,33,Sandstorms,1,20.18
0x9609,BANGRES17DEL01,23,4.7,12.972532,77.608179,13.012532,77.648179,09/03/22,13:30:00,13:35:00,conditions Stormy,High,1,Snack,motorcycle,0,No,Urban,(min) 24,24,Stormy,0,6.21
0x89cc,BANGRES11DEL02,26,4.8,12.934365,77.616155,13.064365,77.746155,02/04/22,18:35:00,18:45:00,conditions Sandstorms,Medium,2,Drinks,scooter,1,No,Metropolitian,(min) 21,21,Sandstorms,0,20.18
0xa76b,BANGRES17DEL01,37,4.9,12.972532,77.608179,13.082532,77.718179,02/03/22,23:45:00,23:50:00,conditions Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,(min) 30,30,Cloudy,0,17.08
0x113d,BANGRES11DEL02,37,4.8,12.934365,77.616155,12.984365,77.666155,05/03/22,17:35:00,17:45:00,conditions Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 21,21,Sunny,0,7.76
0xb2d8,BANGRES02DEL03,29,4.8,12.970221,77.645396,13.030221,77.705396,24/03/22,23:40:00,23:50:00,conditions Sunny,Low,0,Drinks,motorcycle,0,NaN,Urban,(min) 10,10,Sunny,0,9.32
0x20e1,BANGRES07DEL03,32,4.2,12.978453,77.643685,13.068453,77.733685,20/03/22,18:00:00,18:05:00,conditions Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,(min) 33,33,Stormy,1,13.97
0xac8a,BANGRES19DEL02,37,4.2,12.914264,77.6784,12.934264,77.6984,03/03/22,9:25:00,9:35:00,conditions Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,(min) 31,31,Stormy,1,3.11
0x404d,BANGRES03DEL01,26,4.6,12.979166,77.640709,13.049166,77.710709,25/03/22,19:15:00,19:20:00,conditions Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,(min) 23,23,Stormy,0,10.87
0x5282,BANGRES13DEL02,34,4.9,12.935662,77.61413,12.955662,77.63413,17/03/22,10:35:00,10:45:00,conditions Windy,Low,1,Meal,scooter,1,No,Urban,(min) 21,21,Windy,0,3.11
0x885a,BANGRES17DEL02,30,4.8,12.972532,77.608179,13.102532,77.738179,20/03/22,20:00:00,20:10:00,conditions Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,(min) 30,30,Sandstorms,0,20.18
0x4af5,BANGRES15DEL02,39,4.8,12.975377,77.696664,13.025377,77.746664,05/03/22,19:35:00,19:50:00,conditions Windy,Jam,1,Snack,motorcycle,0,No,Urban,(min) 31,31,Windy,1,7.76
0x433a,BANGRES08DEL02,29,4.8,12.906229,77.596791,12.986229,77.676791,14/03/22,23:00:00,23:10:00,conditions Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,(min) 15,15,Stormy,0,12.42
0x8664,BANGRES02DEL01,34,4.7,12.970221,77.645396,13.080221,77.755396,02/03/22,19:25:00,19:30:00,conditions Fog,Jam,0,Snack,motorcycle,2,Yes,Urban,(min) 40,40,Fog,1,17.08
0x96bb,BANGRES04DEL01,25,4.6,12.98041,77.640489,13.09041,77.750489,04/04/22,22:45:00,22:50:00,conditions Cloudy,Low,1,Snack,scooter,0,No,Metropolitian,(min) 27,27,Cloudy,0,17.08
0xb37f,BANGRES20DEL02,22,4.7,12.972161,77.596014,13.052161,77.676014,04/03/22,19:40:00,19:50:00,conditions Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 35,35,Cloudy,1,12.42
0x4b9b,BANGRES08DEL01,39,4.6,12.906229,77.596791,12.946229,77.636791,01/03/22,13:50:00,13:55:00,conditions Windy,High,2,Snack,scooter,1,No,Urban,(min) 25,25,Windy,0,6.21
0x704d,BANGRES03DEL02,22,4.9,12.979166,77.640709,13.029166,77.690709,26/03/22,19:25:00,19:35:00,conditions Sunny,Jam,2,Meal,motorcycle,1,No,Metropolitian,(min) 19,19,Sunny,0,7.76
0x438f,BANGRES010DEL01,39,4.6,12.933298,77.614293,12.973298,77.654293,19/03/22,15:45:00,15:55:00,conditions Sunny,Medium,1,Meal,scooter,1,No,Metropolitian,(min) 23,23,Sunny,0,6.21
0xbc80,BANGRES07DEL02,35,4.8,12.978453,77.643685,12.998453,77.663685,24/03/22,8:25:00,8:40:00,conditions Stormy,Low,2,Snack,motorcycle,0,No,Metropolitian,(min) 24,24,Stormy,0,3.11
0xb7fe,BANGRES12DEL03,27,4.8,12.939496,77.625999,12.969496,77.655999,03/03/22,17:20:00,17:25:00,conditions Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,(min) 25,25,Stormy,0,4.66
0x3fdf,BANGRES18DEL02,27,4.8,12.913041,77.683237,12.933041,77.703237,28/03/22,10:55:00,11:00:00,conditions Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,(min) 15,15,Windy,0,3.11
0xb2cf,BANGRES18DEL01,24,4.6,12.913041,77.683237,12.983041,77.753237,02/04/22,17:15:00,17:25:00,conditions Cloudy,Medium,2,Snack,scooter,2,No,Metropolitian,(min) 38,38,Cloudy,1,10.87
0x9c8f,BANGRES17DEL01,34,4.6,12.972532,77.608179,12.982532,77.618179,24/03/22,11:50:00,12:00:00,conditions Windy,High,1,Snack,scooter,1,No,Metropolitian,(min) 25,25,Windy,0,1.55
0x2ab5,BANGRES05DEL01,20,4.7,12.970324,77.645748,12.980324,77.655748,19/03/22,9:00:00,9:10:00,conditions Stormy,Low,2,Drinks,electric_scooter,1,No,Urban,(min) 10,10,Stormy,0,1.55
0xa7f9,BANGRES12DEL02,30,4.2,12.939496,77.625999,13.069496,77.755999,27/03/22,18:50:00,19:00:00,conditions Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,(min) 35,35,Sandstorms,1,20.18
0xf75,BANGRES12DEL03,35,4.8,12.939496,77.625999,13.029496,77.715999,29/03/22,21:00:00,21:05:00,conditions Fog,Jam,2,Meal,electric_scooter,2,No,Metropolitian,(min) 40,40,Fog,1,13.97
0x5542,BANGRES14DEL02,20,4.8,12.949934,77.699386,12.969934,77.719386,24/03/22,9:15:00,9:25:00,conditions Cloudy,Low,0,Buffet,motorcycle,0,No,Urban,(min) 21,21,Cloudy,0,3.11
0x938b,BANGRES010DEL01,27,4.1,12.933298,77.614293,12.973298,77.654293,09/03/22,13:30:00,13:35:00,conditions Sunny,High,0,Meal,motorcycle,3,No,Semi-Urban,(min) 54,54,Sunny,1,6.21
0xb5ae,BANGRES16DEL02,34,4.6,13.029198,77.570997,13.079198,77.620997,11/03/22,18:20:00,18:35:00,conditions Fog,Medium,2,Meal,motorcycle,0,No,Urban,(min) 17,17,Fog,0,7.76
0x35c4,BANGRES13DEL01,30,4.5,12.935662,77.61413,12.945662,77.62413,09/03/22,11:20:00,11:25:00,conditions Cloudy,High,0,Meal,motorcycle,1,No,Urban,(min) 29,29,Cloudy,0,1.55
0x290d,BANGRES07DEL02,34,5.0,12.978453,77.643685,13.108453,77.773685,06/03/22,21:45:00,22:00:00,conditions Cloudy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,(min) 45,45,Cloudy,1,20.18
0x3d16,BANGRES08DEL02,27,4.6,12.906229,77.596791,12.956229,77.646791,07/03/22,22:40:00,22:45:00,conditions Windy,Low,2,Drinks,electric_scooter,1,No,Urban,(min) 19,19,Windy,0,7.76
0xb563,BANGRES17DEL01,32,5.0,12.972532,77.608179,13.012532,77.648179,30/03/22,14:40:00,14:55:00,conditions Windy,High,1,Buffet,scooter,1,No,Metropolitian,(min) 27,27,Windy,0,6.21
0xbb55,BANGRES05DEL01,38,4.7,12.970324,77.645748,13.010324,77.685748,01/04/22,14:25:00,14:30:00,conditions Cloudy,High,2,Meal,scooter,0,No,Metropolitian,(min) 29,29,Cloudy,0,6.21
0xa41d,BANGRES13DEL01,23,4.7,12.935662,77.61413,12.975662,77.65413,24/03/22,14:45:00,15:00:00,conditions Stormy,High,0,Meal,motorcycle,0,No,Metropolitian,(min) 19,19,Stormy,0,6.21
0x2109,BANGRES07DEL02,24,4.5,12.978453,77.643685,13.028453,77.693685,26/03/22,17:55:00,18:05:00,conditions Windy,Medium,2,Buffet,scooter,0,No,Metropolitian,(min) 29,29,Windy,0,7.76
0x4090,BANGRES09DEL02,37,4.7,12.934179,77.615797,12.954179,77.635797,05/04/22,10:50:00,10:55:00,conditions Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,(min) 20,20,Windy,0,3.11
0x1979,BANGRES05DEL03,22,4.7,12.970324,77.645748,13.060324,77.735748,06/04/22,21:45:00,21:55:00,conditions Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,(min) 15,15,Sunny,0,13.97
0xa856,BANGRES12DEL01,26,4.6,12.939496,77.625999,13.009496,77.695999,14/03/22,23:00:00,23:05:00,conditions Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,(min) 21,21,Windy,0,10.87
0x6f19,BANGRES11DEL03,20,4.7,12.934365,77.616155,12.964365,77.646155,05/03/22,22:45:00,22:50:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 12,12,Sunny,0,4.66
0x668c,BANGRES06DEL02,20,4.8,12.979096,77.640625,12.999096,77.660625,15/03/22,9:20:00,9:35:00,conditions Stormy,Low,1,Snack,motorcycle,0,No,Metropolitian,(min) 16,16,Stormy,0,3.11
0x6310,BANGRES07DEL01,33,4.8,12.978453,77.643685,12.988453,77.653685,24/03/22,8:35:00,8:40:00,conditions Sunny,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 15,15,Sunny,0,1.55
0x5d38,BANGRES13DEL02,23,4.8,12.935662,77.61413,13.015662,77.69413,29/03/22,18:30:00,18:45:00,conditions Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Sunny,0,12.42
0xed5,BANGRES02DEL01,29,4.7,12.970221,77.645396,12.980221,77.655396,21/03/22,11:35:00,11:45:00,conditions Sandstorms,High,1,Drinks,motorcycle,0,No,Metropolitian,(min) 19,19,Sandstorms,0,1.55
0x219e,BANGRES19DEL02,36,4.3,12.914264,77.6784,13.044264,77.8084,29/03/22,21:15:00,21:20:00,conditions Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 44,44,Windy,1,20.18
0x6021,BANGRES14DEL02,38,5.0,12.949934,77.699386,13.079934,77.829386,16/03/22,21:10:00,21:25:00,conditions Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,(min) 26,26,Sunny,0,20.18
0x5ed5,BANGRES20DEL02,21,4.4,12.972161,77.596014,13.102161,77.726014,10/03/22,17:55:00,18:05:00,conditions Fog,Medium,2,Drinks,scooter,0,No,Metropolitian,(min) 32,32,Fog,1,20.18
0x7f66,BANGRES07DEL03,34,3.9,12.978453,77.643685,13.068453,77.733685,27/03/22,18:15:00,18:20:00,conditions Sandstorms,Medium,1,Meal,scooter,1,No,Metropolitian,(min) 31,31,Sandstorms,1,13.97
0x6d25,BANGRES12DEL03,31,4.7,12.939496,77.625999,12.999496,77.685999,03/04/22,18:45:00,18:50:00,conditions Cloudy,Medium,1,Snack,scooter,1,No,Urban,(min) 17,17,Cloudy,0,9.32
0x3bd5,BANGRES06DEL01,26,4.7,12.979096,77.640625,13.089096,77.750625,08/03/22,21:30:00,21:45:00,conditions Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,(min) 13,13,Sunny,0,17.08
0xaa47,BANGRES19DEL03,25,4.9,12.914264,77.6784,13.004264,77.7684,06/04/22,23:45:00,23:50:00,conditions Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,(min) 17,17,Windy,0,13.97
0x4e9e,BANGRES13DEL02,22,4.6,12.935662,77.61413,13.065662,77.74413,23/03/22,22:40:00,22:45:00,conditions Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,(min) 24,24,Cloudy,0,20.18
0x72cb,BANGRES18DEL02,26,4.9,12.913041,77.683237,12.993041,77.763237,02/03/22,23:25:00,23:40:00,conditions Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 24,24,Sandstorms,0,12.42
0xa8cc,BANGRES12DEL02,35,4.7,12.939496,77.625999,13.069496,77.755999,04/03/22,19:45:00,19:55:00,conditions Cloudy,Jam,1,Meal,scooter,0,No,Metropolitian,(min) 43,43,Cloudy,1,20.18
0xa292,BANGRES13DEL01,38,4.3,12.935662,77.61413,13.005662,77.68413,06/03/22,19:50:00,20:05:00,conditions Stormy,Jam,0,Drinks,motorcycle,1,No,Urban,(min) 36,36,Stormy,1,10.87
0x58f1,BANGRES07DEL03,28,4.8,12.978453,77.643685,13.008453,77.673685,01/03/22,21:45:00,22:00:00,conditions Sandstorms,Jam,1,Drinks,scooter,1,No,Urban,(min) 15,15,Sandstorms,0,4.66
0x7cc1,BANGRES11DEL01,27,4.6,12.934365,77.616155,13.044365,77.726155,27/03/22,20:10:00,20:15:00,conditions Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,(min) 28,28,Windy,0,17.08
0x1e4b,BANGRES04DEL03,28,4.9,12.98041,77.640489,13.01041,77.670489,19/03/22,23:15:00,23:25:00,conditions Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 17,17,Cloudy,0,4.66
0x3612,BANGRES06DEL01,28,4.7,12.979096,77.640625,13.019096,77.680625,03/03/22,15:35:00,15:40:00,conditions Sunny,Medium,2,Snack,electric_scooter,1,No,Urban,(min) 15,15,Sunny,0,6.21
0x27bd,BANGRES05DEL03,23,4.7,12.970324,77.645748,13.030324,77.705748,26/03/22,18:35:00,18:45:00,conditions Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian,(min) 27,27,Sandstorms,0,9.32
0x917b,BANGRES010DEL03,29,4.9,12.933298,77.614293,12.963298,77.644293,24/03/22,22:20:00,22:30:00,conditions Sunny,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 23,23,Sunny,0,4.66
0x5975,BANGRES14DEL02,34,4.9,12.949934,77.699386,13.079934,77.829386,14/03/22,22:10:00,22:15:00,conditions Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 28,28,Sunny,0,20.18
0x9f5d,BANGRES20DEL02,25,5.0,12.972161,77.596014,13.102161,77.726014,23/03/22,21:10:00,21:20:00,conditions Sunny,Jam,2,Meal,scooter,1,No,Metropolitian,(min) 20,20,Sunny,0,20.18
0x63b3,BANGRES14DEL03,31,4.7,12.949934,77.699386,12.979934,77.729386,05/04/22,19:10:00,19:20:00,conditions Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,(min) 27,27,Sandstorms,0,4.66
0x7c29,BANGRES01DEL02,34,4.7,12.933284,77.615428,13.013284,77.695428,20/03/22,20:40:00,20:45:00,conditions Windy,Jam,0,Buffet,motorcycle,1,No,Urban,(min) 50,50,Windy,1,12.42
0x2302,BANGRES06DEL02,25,4.7,12.979096,77.640625,13.029096,77.690625,01/04/22,19:00:00,19:10:00,conditions Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,(min) 22,22,Stormy,0,7.76
0x58fc,BANGRES16DEL02,36,5.0,13.029198,77.570997,13.079198,77.620997,24/03/22,22:30:00,22:35:00,conditions Sunny,Low,1,Meal,motorcycle,1,No,NaN,(min) 12,12,Sunny,0,7.76
0xb4dc,BANGRES02DEL03,37,4.8,12.970221,77.645396,13.030221,77.705396,03/03/22,19:15:00,19:20:00,conditions Sunny,Jam,0,Buffet,motorcycle,0,No,Metropolitian,(min) 21,21,Sunny,0,9.32
0x250d,BANGRES14DEL02,28,4.5,12.949934,77.699386,12.999934,77.749386,01/03/22,21:10:00,21:15:00,conditions Sunny,Jam,1,Snack,scooter,0,No,Urban,(min) 19,19,Sunny,0,7.76
0x4513,BANGRES19DEL03,22,3.6,12.914264,77.6784,12.974264,77.7384,15/03/22,19:15:00,19:30:00,conditions Sunny,Jam,0,Buffet,motorcycle,1,No,Urban,(min) 40,40,Sunny,1,9.32
0x7cea,BANGRES08DEL03,32,5.0,12.906229,77.596791,12.996229,77.686791,04/04/22,17:50:00,17:55:00,conditions Sandstorms,Medium,0,Snack,motorcycle,0,No,Urban,(min) 32,32,Sandstorms,1,13.97
0x1585,BANGRES03DEL01,34,4.7,12.979166,77.640709,13.019166,77.680709,01/03/22,16:30:00,16:40:00,conditions Fog,Medium,2,Snack,motorcycle,0,No,Metropolitian,(min) 15,15,Fog,0,6.21
0xa669,BANGRES19DEL02,28,4.8,12.914264,77.6784,12.964264,77.7284,30/03/22,17:45:00,17:50:00,conditions Stormy,Medium,1,Buffet,scooter,1,No,Metropolitian,(min) 26,26,Stormy,0,7.76
0x1d5d,BANGRES04DEL02,37,4.6,12.98041,77.640489,13.11041,77.770489,10/03/22,22:30:00,22:45:00,conditions Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,(min) 28,28,Cloudy,0,20.18
0x176e,BANGRES19DEL03,35,4.8,12.914264,77.6784,12.944264,77.7084,21/03/22,18:25:00,18:40:00,conditions Cloudy,Medium,1,Drinks,scooter,0,No,Metropolitian,(min) 19,19,Cloudy,0,4.66
0x205e,BANGRES16DEL01,21,4.7,13.029198,77.570997,13.099198,77.640997,18/03/22,17:15:00,17:20:00,conditions Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,(min) 22,22,Sandstorms,0,10.87
0x8c84,BANGRES01DEL02,37,4.7,12.933284,77.615428,13.013284,77.695428,25/03/22,22:20:00,22:25:00,conditions Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,(min) 24,24,Sunny,0,12.42
0x5128,BANGRES02DEL01,36,4.6,12.970221,77.645396,12.980221,77.655396,19/03/22,11:15:00,11:25:00,conditions Sandstorms,High,1,Drinks,motorcycle,0,No,Metropolitian,(min) 30,30,Sandstorms,0,1.55
0x398a,BANGRES03DEL01,25,4.7,12.979166,77.640709,13.089166,77.750709,14/03/22,19:25:00,19:30:00,conditions Sandstorms,Jam,2,Meal,electric_scooter,0,No,Urban,(min) 15,15,Sandstorms,0,17.08
0xb804,BANGRES11DEL01,22,5.0,12.934365,77.616155,12.974365,77.656155,15/03/22,14:20:00,14:25:00,conditions Windy,High,2,Meal,electric_scooter,0,No,Urban,(min) 10,10,Windy,0,6.21
0x7fd2,BANGRES07DEL01,33,4.6,12.978453,77.643685,12.988453,77.653685,11/03/22,8:55:00,9:05:00,conditions Cloudy,Low,1,Snack,motorcycle,0,No,Urban,(min) 15,15,Cloudy,0,1.55
0x88c3,BANGRES04DEL03,26,5.0,12.98041,77.640489,13.01041,77.670489,21/03/22,19:00:00,19:10:00,conditions Fog,Medium,0,Snack,motorcycle,0,No,Urban,(min) 21,21,Fog,0,4.66
0xb310,BANGRES05DEL03,31,4.9,12.970324,77.645748,13.030324,77.705748,01/04/22,17:55:00,18:05:00,conditions Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,(min) 36,36,Sandstorms,1,9.32
0x20f7,BANGRES18DEL01,37,4.4,12.913041,77.683237,12.953041,77.723237,19/03/22,13:50:00,13:55:00,conditions Windy,High,0,Buffet,motorcycle,2,No,Metropolitian,(min) 42,42,Windy,1,6.21
0x99a7,BANGRES19DEL01,23,4.8,12.914264,77.6784,12.924264,77.6884,07/03/22,10:20:00,10:35:00,conditions Stormy,Low,2,Buffet,scooter,0,No,Urban,(min) 13,13,Stormy,0,1.55
0xa5e2,BANGRES19DEL01,25,4.5,12.914264,77.6784,12.954264,77.7184,03/04/22,14:00:00,14:05:00,conditions Sandstorms,High,1,Drinks,motorcycle,1,No,Metropolitian,(min) 29,29,Sandstorms,0,6.21
0x6d42,BANGRES15DEL01,33,5.0,12.975377,77.696664,12.985377,77.706664,17/03/22,11:50:00,12:05:00,conditions Sandstorms,High,0,Buffet,motorcycle,0,Yes,Metropolitian,(min) 47,47,Sandstorms,1,1.55
0x6a5c,BANGRES09DEL03,30,4.0,12.934179,77.615797,12.964179,77.645797,17/03/22,17:30:00,17:40:00,conditions Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,(min) 34,34,Sandstorms,1,4.66
0x5049,BANGRES20DEL01,29,4.7,12.972161,77.596014,13.082161,77.706014,02/04/22,20:20:00,20:35:00,conditions Fog,Jam,2,Snack,scooter,1,No,NaN,(min) 30,30,Fog,0,17.08
0xf1e,BANGRES07DEL02,39,4.6,12.978453,77.643685,12.998453,77.663685,11/03/22,8:50:00,9:05:00,conditions Windy,Low,1,Drinks,scooter,0,No,Metropolitian,(min) 24,24,Windy,0,3.11
0x7bc1,BANGRES08DEL02,34,4.6,12.906229,77.596791,12.956229,77.646791,21/03/22,23:25:00,23:35:00,conditions Fog,Low,2,Buffet,scooter,0,No,Metropolitian,(min) 16,16,Fog,0,7.76
0x35bc,BANGRES09DEL01,26,4.8,12.934179,77.615797,13.004179,77.685797,04/03/22,17:15:00,17:25:00,conditions Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Sandstorms,0,10.87
0x817a,BANGRES02DEL03,27,5.0,12.970221,77.645396,13.030221,77.705396,07/03/22,21:00:00,21:15:00,conditions Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 22,22,Windy,0,9.32
0xa330,BANGRES09DEL03,27,4.6,12.934179,77.615797,12.994179,77.675797,01/03/22,22:25:00,22:30:00,conditions Windy,Low,2,Snack,electric_scooter,1,No,Metropolitian,(min) 19,19,Windy,0,9.32
0x3ad3,BANGRES18DEL01,33,4.6,12.913041,77.683237,12.923041,77.693237,15/03/22,9:40:00,9:50:00,conditions Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,(min) 28,28,Stormy,0,1.55
0x639d,BANGRES20DEL02,25,3.4,12.972161,77.596014,13.052161,77.676014,02/03/22,22:55:00,23:00:00,conditions Sunny,Low,2,Meal,scooter,1,No,Urban,(min) 34,34,Sunny,1,12.42
